,stars
16561,5
37986,2
31364,3
68338,4
52059,5
94258,4
80754,3
8616,3
31150,4
55017,5
92385,5
75718,4
20377,3
88252,2
35278,4
17366,3
17632,1
60993,4
35996,5
15716,5
633,5
96715,5
31289,5
73651,4
66505,5
52675,5
82069,5
52020,2
63122,5
84547,4
20717,4
47066,3
24666,2
62174,1
5074,4
78299,4
92140,4
51614,3
9186,5
85125,3
32351,5
37225,4
58346,5
46877,4
69301,3
64811,5
30252,5
52309,4
84317,1
71485,4
91518,4
81751,5
91191,3
78448,5
97370,4
80214,3
84962,4
44510,5
2410,5
80973,5
1497,4
59466,4
92645,5
17577,3
59002,5
42360,5
81956,5
36257,5
13059,5
3316,1
28424,4
20502,5
50161,1
86377,5
14714,5
8899,3
74230,4
95927,1
39702,5
24253,5
77555,5
14786,4
23463,5
2505,4
67098,3
25722,3
66807,3
38920,5
44123,2
96392,4
32100,5
60761,4
41449,1
4106,5
73288,3
73382,4
67589,1
88048,2
66379,1
24391,4
95390,3
63297,2
71462,4
20387,1
86718,1
29922,4
40686,1
63448,5
11203,4
34219,5
26232,2
7703,1
10542,5
34820,4
71645,5
7250,4
8608,2
67931,2
49480,1
56582,5
88469,1
480,5
1432,2
82740,3
21335,4
91022,5
43911,5
62477,5
70484,4
26220,4
4194,5
26834,4
9068,4
56015,5
86543,5
56769,5
20421,4
35040,2
33119,4
36020,1
69424,5
61774,4
5823,5
74913,5
46184,3
34836,5
89349,5
95538,5
81215,2
24743,1
16432,1
98799,3
28160,4
51873,5
78941,4
14788,4
70618,4
24001,5
65380,5
47292,4
82076,4
48424,4
95161,5
8756,5
10444,3
12929,4
75025,4
45473,5
36969,2
26976,5
36472,5
1565,5
74070,5
45649,5
56120,5
63653,1
79133,1
52867,5
85087,5
80432,5
64879,5
83535,4
96050,1
43350,2
45423,5
22062,5
58756,5
45456,1
79060,5
54871,5
46396,5
33108,4
317,5
95560,5
80548,2
7078,4
9147,5
32876,1
18824,5
94954,2
28123,5
66887,3
88580,5
93793,3
61044,4
61155,4
58947,2
770,1
93893,5
54140,5
57162,3
27497,5
42971,5
93537,5
37963,1
93539,3
41346,1
48417,5
64955,1
79867,5
34295,1
64463,4
42822,5
91192,3
23900,5
15645,5
8510,5
54644,5
42626,4
89264,4
33304,4
74007,5
68655,5
81619,3
77421,5
13485,5
1093,3
32868,5
64788,5
21131,4
51724,4
62658,4
25204,5
682,4
26151,5
41907,2
71170,1
32570,4
88039,5
74384,2
43299,5
82857,5
25067,4
68891,4
35504,4
49977,1
20223,1
22542,2
60474,1
74831,2
48030,5
14581,5
79426,5
76565,5
53563,1
78329,1
12536,5
83655,4
48548,5
78403,5
72061,2
91258,1
25848,4
50695,3
64035,5
62568,3
25562,4
13096,4
19024,5
38447,5
43974,3
11015,5
12859,5
84451,5
98240,4
11489,5
7503,4
28993,3
76055,4
74922,5
14700,5
74541,5
50365,5
71510,5
84619,4
22047,1
32066,3
46315,3
55869,3
76673,4
17924,5
41547,2
62735,4
50413,5
19343,3
44949,5
88501,1
81945,5
65005,5
65291,5
17581,5
80444,4
17770,5
30894,5
19617,3
51479,4
90370,1
45018,5
22971,5
69461,1
26218,1
27118,5
3973,3
38928,5
87188,4
4826,5
45759,4
95696,1
53316,5
46238,3
77440,4
53769,5
82005,1
27645,4
61283,3
11768,2
20570,1
70846,3
7667,5
66536,5
8578,5
58592,1
41479,3
6766,1
61076,5
39216,5
14350,5
14688,5
7524,5
27015,5
29384,4
60852,4
29280,2
9243,5
44568,5
63032,5
36146,3
73888,5
28057,5
53073,5
29216,5
92507,5
52767,1
67722,3
85449,3
78441,3
22385,5
80046,1
95326,5
48948,5
22815,5
60298,4
53652,4
82969,5
69489,5
22607,4
18868,4
18181,5
43015,4
97066,5
46750,1
64876,4
80011,5
3204,4
37666,4
90182,3
8040,4
18289,5
79217,4
9762,2
84711,5
32639,5
28450,4
45245,4
9588,1
91635,3
17029,5
4732,5
48512,4
45690,5
461,4
31773,5
69174,5
51290,5
92474,4
73207,1
83957,5
88014,1
97928,4
22022,5
79208,4
51140,4
47242,3
5593,5
57812,4
23892,5
66585,5
16674,5
59863,4
28348,5
39101,3
73801,4
90180,5
28907,5
15934,4
10613,2
18560,1
21736,5
97919,3
7284,3
26618,5
10752,5
17506,4
79265,2
99584,5
5848,5
37674,5
74404,1
98426,5
75570,2
85592,4
55550,5
1450,2
35044,3
95975,5
71827,4
44639,4
63591,4
82467,5
57502,2
50409,1
90883,4
30249,5
19292,5
51647,5
43955,5
63585,5
7800,5
49591,1
850,4
50590,3
25166,4
3639,3
70311,5
85161,3
80359,4
22346,5
44798,3
65862,4
87964,4
7150,4
7028,2
603,5
27089,5
99986,5
68800,1
2022,2
21960,1
2723,5
79450,3
17936,5
4140,5
99159,5
92830,5
82540,4
71655,1
48765,4
17185,5
40599,4
53295,5
72339,4
62177,5
65347,4
54287,3
74437,5
38899,5
35580,4
1104,4
88966,4
51979,5
76923,4
32164,2
94800,1
24766,5
37258,1
4707,4
64776,5
28967,5
75218,1
84311,1
38321,3
51273,4
28301,3
35624,4
49920,5
33306,3
81852,5
54397,4
95439,5
18876,1
70193,5
9142,5
9757,4
62158,5
91732,4
65553,5
1596,3
90826,1
19605,5
28932,3
87772,5
58187,5
3604,5
15319,2
33653,5
99259,5
71499,5
70948,3
46536,5
83390,4
18794,4
76590,4
38142,5
17488,3
63442,2
30108,4
33629,5
28999,5
32629,1
63453,1
40271,5
95584,3
58621,4
88531,1
7773,5
45205,4
74981,5
4202,3
77182,1
91827,5
66717,4
62913,5
22947,4
74569,1
13874,5
25808,1
96365,3
18453,4
465,5
66096,5
23361,3
75263,3
40519,5
72633,4
62857,5
77127,5
1770,5
1508,3
84039,1
17129,1
17886,3
13218,5
60795,5
46476,5
74756,3
29062,4
99402,3
59903,4
76316,5
34353,4
43645,4
38881,2
93658,1
52859,4
80861,4
9270,4
92495,4
13142,4
97358,1
70213,5
16714,4
53430,5
59198,2
8488,5
45589,5
30361,5
35600,5
21999,5
90521,4
47903,1
34520,5
77996,5
24964,2
63700,4
30556,5
92250,4
27205,5
68913,2
13996,2
16578,5
42662,3
12736,5
22294,3
55236,3
99511,4
75267,4
13011,4
70814,4
78406,3
85033,3
94009,1
70177,4
57366,4
77780,5
57250,4
34212,5
59497,5
3067,5
76651,3
44106,1
11258,4
86033,1
70378,5
70240,1
72605,3
49134,4
38558,3
80707,2
77590,3
6534,5
82525,4
39737,4
62407,4
95329,4
12057,2
22137,4
78527,5
65597,5
15079,5
68164,5
93509,5
57521,3
61258,4
42440,5
26153,5
57637,5
96593,4
30765,5
3379,3
94898,2
75078,1
71897,5
37908,5
2418,5
19938,4
23738,4
81278,5
49902,4
51838,1
43292,5
93339,1
99241,3
46480,1
49724,3
61412,1
49918,5
80577,3
96345,4
93294,4
25814,4
79225,5
99452,5
63638,2
79260,5
48834,5
27739,4
94572,5
10364,4
48362,5
41853,3
47678,2
23203,4
1264,5
7852,5
37070,5
82538,5
93748,2
88732,1
29496,5
39676,5
38986,3
22249,4
35560,5
74245,5
80669,3
59747,3
39735,4
71264,4
815,4
29737,2
29477,5
12034,2
48337,2
26406,4
69578,4
55522,5
45413,5
9154,5
58444,4
41402,5
86494,3
3674,5
62159,5
95059,5
88217,1
89258,5
3939,4
11178,1
88333,3
18939,4
92649,4
69251,1
14368,5
85767,3
97750,5
65659,4
48193,2
76347,5
33470,5
69207,4
84532,5
59555,1
10229,5
99326,4
77526,5
79780,1
81201,5
66230,5
87446,5
86941,5
41897,5
32897,4
70024,3
14353,5
18389,4
60871,4
47578,5
74750,5
37968,3
26137,5
48981,5
84930,1
31903,4
6646,1
36510,5
58303,2
263,5
77968,4
54601,2
18561,5
4386,1
1562,4
91172,5
55111,5
59324,5
70253,4
3690,1
56074,5
16135,1
83801,2
52114,4
47054,5
33553,5
3133,1
62655,1
89199,4
52941,1
75011,5
76785,5
60114,5
99142,4
39539,3
72136,4
84135,3
857,5
66366,4
43278,4
4962,5
74738,1
68080,5
76522,3
41364,5
37071,2
56607,4
14747,1
99344,5
60581,4
58406,4
43748,1
25194,1
65469,3
37926,4
5653,5
89533,3
88912,3
50059,5
91451,5
41913,5
30296,5
44332,5
34000,5
94978,1
29443,3
59603,3
55967,4
23231,4
90642,2
29045,1
35280,4
36888,5
64462,3
56722,3
16518,4
23999,5
17963,2
30786,1
71867,5
5734,5
19032,4
6413,5
60451,5
95171,5
83830,5
15596,5
77165,5
94493,2
62829,4
88068,4
47921,4
3341,5
87246,5
31438,2
74677,5
22680,5
84383,3
54558,5
4963,5
45275,5
27947,5
91949,5
40399,5
67243,5
77817,5
81803,5
48916,5
94182,5
76602,5
98246,3
72383,1
94566,4
42026,3
37895,1
66352,1
51653,5
99609,4
4214,4
47308,4
50854,5
10718,4
51108,5
37994,1
4064,5
47379,5
1704,5
53697,4
19820,5
62340,5
92806,2
95202,2
93159,4
58146,4
75959,5
64659,5
21001,3
86325,5
23182,5
27870,5
48573,1
52574,5
58137,1
18981,5
71475,4
99508,5
16641,5
41461,1
33486,1
72272,3
84195,4
4979,4
15712,3
40316,5
27157,5
18044,5
77612,4
90680,5
18238,4
78196,1
35898,5
74742,5
71204,2
23681,5
93673,5
5063,5
2136,5
92940,2
95634,4
15650,2
57211,5
87474,5
93049,5
47726,3
78787,5
66283,3
80835,3
82318,3
9614,5
21958,3
7381,5
46397,5
97596,5
20843,5
40242,1
10135,5
56665,2
68394,4
25115,4
50165,5
79230,5
7109,5
53373,5
53845,3
699,5
17498,5
57485,4
44146,3
32922,4
21940,2
56256,3
7305,5
69949,4
70867,5
31258,5
59075,5
43429,5
20937,5
28493,3
10626,4
64916,3
52454,5
38284,5
90110,4
76227,4
62186,2
3210,4
6129,4
3843,5
78857,4
44026,1
13045,1
75620,3
41699,5
58512,5
31988,5
10158,5
3391,5
74146,5
9014,2
70005,5
80370,5
30584,2
38855,4
92992,5
28646,4
28707,5
88601,4
10128,2
33231,4
64655,5
54090,3
80967,5
87073,5
85930,5
65894,5
60950,5
66980,4
11989,5
75303,4
57722,5
58192,1
69531,1
40033,4
38173,5
51279,5
49639,3
61964,1
75934,1
59014,4
65002,5
47687,3
13546,5
74720,4
64872,4
61917,1
85901,4
78715,3
21008,5
275,4
1959,2
71438,5
9584,4
2209,1
11044,4
37803,2
68478,4
45973,4
40959,5
91738,4
38835,3
47960,5
21828,4
51797,5
21655,1
69162,5
82013,3
35101,4
59842,5
43499,1
14566,2
18738,5
52840,5
87450,4
90003,5
97160,5
24598,4
55278,1
31600,3
43033,3
53995,5
65748,5
76258,5
25910,4
40084,5
92396,5
81802,2
91707,4
63066,5
50786,5
84126,5
46187,5
38005,4
85560,5
12280,1
97490,5
42171,2
33099,1
89543,4
89929,1
99056,2
51280,5
71263,3
33856,5
44604,1
71021,2
1183,5
99800,4
22748,1
97018,5
98983,3
48934,5
66563,1
36316,1
9829,4
18410,4
22244,4
96625,5
53279,5
9353,4
31180,1
99482,5
5794,4
82978,4
90568,4
33601,2
41216,4
78184,5
38834,5
49843,4
61846,3
82176,5
13544,5
7621,4
1703,1
36582,5
38832,3
15737,2
67077,2
31154,5
97335,5
34495,1
83868,5
55587,1
63193,5
57591,2
27440,4
18809,2
20804,5
66604,1
7054,4
11328,3
25320,4
204,1
15285,3
88404,4
43283,5
99819,5
376,2
15271,5
58497,3
51267,2
96233,5
14125,3
11662,5
42353,4
17253,5
31081,2
76690,5
47518,2
10066,3
41028,1
88268,5
21420,4
57087,4
79582,5
69295,5
1954,4
7668,3
67283,4
28844,5
83157,5
31295,5
90492,5
22718,5
10462,4
8628,4
73427,5
50930,5
86125,5
9371,3
74285,3
5128,5
73682,5
11740,4
92001,5
4283,5
18975,5
15952,5
13061,5
52063,2
3366,5
27787,5
35617,5
73330,4
51191,5
96968,3
64063,5
91831,5
76569,3
94727,4
67134,2
96301,5
71007,3
70180,5
47122,3
1680,5
25337,5
24405,5
50041,2
98701,5
4622,2
51825,5
92544,4
13847,5
12370,4
99503,5
20486,4
23632,3
96427,4
94367,5
75161,1
61411,4
2143,1
7009,4
65931,5
24091,5
48097,5
31672,4
79983,1
95829,5
38924,5
78369,1
8759,1
74114,5
98996,4
76333,4
49326,5
64931,4
68183,5
83988,1
63933,5
635,4
20394,3
96034,3
10994,5
67538,4
56664,5
88394,5
12742,5
86821,3
87221,5
56149,2
11300,5
70512,3
22214,5
64040,4
21448,1
53060,3
14299,4
84650,1
54721,4
40789,3
67636,4
63084,4
47318,4
35305,5
59831,5
21197,5
27246,5
5733,4
23964,5
23735,5
82478,5
18000,1
73178,2
21867,4
93285,1
50377,5
32881,4
6538,5
19766,5
73417,5
16852,2
54867,5
59901,5
35253,4
17193,2
97209,4
9170,5
82380,5
38620,4
57532,5
97012,4
23915,3
18821,3
80804,4
99411,5
41577,3
12917,4
83165,5
82046,4
80982,5
77190,4
61359,1
88318,2
76582,2
21455,5
86091,5
83689,5
55716,5
25753,4
2798,5
80191,5
57580,5
92281,5
72455,1
6351,5
74143,5
58464,4
32839,3
63359,3
76531,1
2117,3
46248,5
33228,5
71181,2
95047,5
61047,5
86777,3
28181,5
3160,4
89523,4
40726,5
47566,4
49175,4
18796,3
71048,5
39428,5
43235,3
20286,3
45053,5
89872,5
93590,1
74574,4
94730,5
92643,3
96628,5
62231,5
7958,2
1873,1
32958,5
92289,5
45597,4
63596,3
72741,5
28149,4
48056,4
75979,5
65983,4
12696,5
93611,2
75083,4
17142,4
32293,1
7936,5
69375,5
6747,5
39801,4
96561,5
89453,1
42342,4
51536,5
4617,5
41655,5
71513,5
64241,5
38055,5
15594,3
25585,4
10357,5
13539,1
86942,5
38747,2
11648,5
38906,5
27533,5
72461,4
83573,1
68763,5
88688,5
5588,5
36400,4
21137,4
91364,1
51099,5
48279,4
52782,4
87175,5
50378,4
2213,5
5754,5
67585,4
85420,4
43630,5
32026,2
49113,3
16190,4
77478,4
69612,5
22029,5
95351,4
54135,3
23425,5
93287,5
22938,5
56226,5
92106,5
10587,4
56280,4
60842,3
55643,5
55158,5
55327,4
52476,1
27686,2
33098,4
30342,2
66570,5
32918,4
6203,4
8387,4
66701,5
54556,5
36779,5
34897,5
66135,5
44946,4
30999,4
87056,5
36024,4
81877,5
26094,4
30905,3
93335,4
31084,4
60320,5
56535,5
96273,5
8955,5
79166,5
51081,4
59226,4
77995,5
35299,2
1968,5
65933,2
52673,5
16255,1
62859,5
44525,3
75399,4
52406,5
40676,1
52436,5
49271,1
79366,3
66447,3
97970,5
55914,1
88091,5
70580,3
58682,3
24879,5
77855,5
35432,2
20835,5
40780,2
60072,4
88502,4
22014,5
60837,5
56403,3
37426,5
25191,5
7658,2
71998,4
61175,1
49821,3
71221,5
74954,3
68888,2
93198,5
5440,5
43970,4
67662,4
30762,5
71235,5
4146,2
36926,1
99893,3
55078,5
38532,4
95121,5
56771,5
65988,4
26805,5
7843,5
86186,5
73395,3
6119,5
44338,3
82107,2
92066,5
10184,4
62070,5
8001,4
36379,1
55848,2
91256,4
77288,4
78370,4
79413,2
10609,5
86406,1
24831,4
42395,5
13473,5
96812,5
88338,5
19860,3
19607,5
70872,3
29289,4
45464,5
21026,5
39900,4
43793,5
10628,1
91708,4
49280,4
20246,4
5009,4
70029,2
59665,4
31175,2
14914,4
77546,5
61220,4
38646,2
24107,5
98438,4
28300,1
5306,5
95349,4
74848,5
52302,5
20880,4
96266,4
78054,3
44105,4
34888,5
72245,2
52973,5
48915,5
47851,5
31999,5
53275,5
17666,5
15121,5
47238,1
93984,3
73547,3
14898,2
92107,1
5087,3
4459,4
68242,5
31626,4
64132,4
64313,5
82292,2
19983,2
55935,5
53939,4
16157,5
6193,2
69258,4
81996,4
34761,2
7138,5
42046,5
55224,5
19203,4
58744,2
29253,2
6874,5
82780,5
13991,5
59508,4
35654,1
77498,5
95192,4
27988,4
85146,3
96654,5
22539,2
18339,4
52369,4
46632,4
70992,4
39318,1
84346,5
11476,5
75913,5
236,4
57527,1
39084,1
50175,5
86201,3
52270,4
4937,5
45967,1
28603,5
79300,4
87364,5
61059,1
44683,3
19399,4
40312,4
73264,5
3494,5
18202,1
87517,4
83912,2
64815,5
29789,5
98082,2
50360,4
83851,4
41834,5
93912,2
13998,5
62417,5
94438,4
63164,4
76809,5
32285,1
24535,5
7337,2
20869,3
56681,2
70498,5
92828,4
143,5
15765,2
49202,5
59717,5
57093,4
75143,5
85126,5
6542,5
60404,4
48748,2
26670,5
43635,5
26738,5
68693,5
14685,4
21979,4
39806,5
1172,3
55392,4
39488,5
35310,4
30555,4
31086,4
62698,5
83905,5
38807,1
27692,5
2561,5
12710,4
86987,3
2116,5
8555,5
40555,4
52688,4
83047,5
69931,4
61502,3
1294,5
50794,1
7122,5
46548,5
59217,4
19780,5
24755,5
60618,5
48873,5
59839,4
34195,2
91636,5
71215,4
5727,2
88029,5
29163,1
38145,5
95039,5
85540,3
59190,5
13660,5
57130,5
8732,5
64018,2
54834,4
88446,5
6461,5
93693,1
4273,1
8975,5
27170,4
58136,5
42846,5
19188,4
41103,4
51852,4
24039,4
57455,4
64593,5
26510,4
28946,5
29966,3
49981,1
91744,4
18476,5
71087,5
48177,5
13720,5
1488,5
54852,5
3046,3
66503,4
479,4
59306,5
26132,4
54311,4
1331,5
79897,5
14940,4
88489,5
61853,5
35334,3
81492,4
78061,5
71059,3
15349,5
8450,4
66256,4
64431,5
76992,5
15986,4
95948,5
78138,3
67379,1
20500,1
23362,5
2832,5
63247,5
57774,5
78897,3
67846,4
24836,5
68987,1
66785,3
18004,3
9708,5
11,3
90087,1
64078,5
30995,5
95510,5
12971,5
88329,3
67372,5
64830,5
55758,4
45085,5
10059,4
90004,4
98073,1
40396,5
51907,5
89193,4
29774,1
41661,5
28216,3
33713,4
61447,3
78593,5
87285,1
58979,2
59167,5
47206,5
27580,1
8113,5
55936,5
51015,5
70475,5
84301,5
90146,5
48938,4
68429,5
69961,5
63702,4
92730,5
8905,4
19679,5
65648,4
95821,5
60256,4
70751,1
6246,1
67204,1
74802,2
91202,5
89308,3
35719,1
78446,5
69974,4
98666,4
68642,4
65775,4
62626,1
67040,5
47792,5
55477,5
59715,3
57794,1
79933,4
83925,5
68490,5
31444,4
60707,5
40691,5
42646,4
84430,5
99258,3
32453,3
37529,1
7598,2
65337,4
65974,3
97981,4
83241,3
90647,5
13913,5
74609,5
26580,4
32338,2
35775,4
8431,5
36190,1
30604,5
75112,5
36620,3
17894,4
94155,3
97217,5
49173,5
15942,4
57597,2
89043,4
29667,3
34388,4
91344,4
52937,5
79255,4
76691,5
9299,5
92319,2
4126,2
27879,2
25057,5
41599,5
74999,1
14143,5
31034,4
46963,4
1667,3
17557,4
83266,3
67089,4
8845,4
24296,5
70518,4
86864,3
24443,4
62133,5
71108,3
56686,5
84971,5
79654,2
73936,5
32752,5
71371,5
56092,5
35207,5
27849,5
14417,4
12394,2
48071,5
71487,5
57638,5
83904,5
36599,3
55365,5
93918,5
85859,5
49493,5
54355,5
87089,1
79444,5
92104,2
86182,4
59568,5
79398,5
57871,4
67322,1
25911,4
98218,1
20472,4
21720,5
98320,5
89027,4
3986,5
56291,1
18049,5
18870,5
92330,5
15908,5
26265,5
65293,5
43926,4
9006,5
17766,5
58485,5
16031,5
90857,5
49807,2
20018,3
58615,5
77879,4
11220,5
80651,1
9056,4
85459,5
69779,1
92244,4
11059,5
97083,3
80246,5
33256,5
26798,4
79247,5
76546,5
17753,5
25736,5
53284,5
49350,5
83408,5
60585,5
14533,5
34377,4
54138,5
93026,4
97154,3
53870,1
58426,4
96319,1
95318,1
30291,4
12369,4
41069,1
44919,5
99568,3
76890,5
26291,5
71896,2
50759,5
53035,4
47091,1
89810,3
4407,4
34359,5
20867,4
94066,5
87355,5
74456,5
42489,3
27398,2
40672,5
16313,4
33266,1
90736,5
10146,5
68467,4
25961,4
85883,5
5441,3
80368,5
43281,4
34884,5
27066,4
65398,4
21761,5
68957,5
28836,4
72640,4
89890,5
50911,5
87703,5
18714,5
59441,5
67197,1
55498,4
41739,4
28772,5
62600,4
85565,4
20630,5
77653,4
75192,5
89077,2
99785,4
76577,4
90404,5
46568,5
55691,2
42271,1
54937,4
84282,4
11901,3
42790,4
96641,4
84918,2
39064,5
23187,4
12249,5
53819,5
24720,4
72916,5
19740,5
63254,4
91313,5
20517,4
66954,4
77327,4
55620,4
5067,1
21375,1
16176,5
60391,1
14309,5
34198,4
21014,5
47336,5
98662,4
49861,5
90021,5
91014,4
97958,5
26857,5
26560,2
31924,1
60668,4
35339,5
91719,2
29307,4
76304,2
36265,5
49739,1
71118,5
66152,5
79638,5
38970,5
9693,5
23918,2
26102,4
32598,1
74265,5
87289,4
86079,1
12851,4
1615,1
44107,4
67093,5
87729,5
9433,4
31824,4
90074,3
77497,5
33835,2
48792,4
88218,5
29171,3
33460,4
11057,4
47862,2
46826,3
89725,4
27392,1
61564,3
1426,5
66650,5
96236,3
41320,5
50187,5
48883,5
4671,5
31046,5
44228,4
81299,4
41735,4
86715,5
26643,5
89641,1
9905,4
26794,5
4439,4
64715,4
74485,1
40657,1
63858,2
18187,5
16742,5
37357,5
70318,1
17023,5
418,2
35165,2
35341,5
69171,4
83549,5
75364,5
56510,3
18321,5
96426,5
49551,5
5331,2
26039,3
32381,4
86829,5
60825,2
65627,3
88119,3
35817,4
43584,1
31336,1
79441,5
71099,2
43064,5
63940,4
34441,4
98895,5
40707,3
46954,1
52644,4
76404,5
92985,5
36968,3
21233,5
75739,5
15665,5
96396,4
84173,2
53483,5
97116,2
87110,5
26386,1
21671,4
95396,1
87750,1
63314,4
4335,1
2434,4
35239,2
54430,1
99649,5
51689,4
53246,3
46127,5
75171,5
77469,1
73884,5
35132,5
11238,5
22059,5
77659,5
133,4
47,5
18902,5
68764,5
1930,1
20792,4
7893,5
83794,5
89781,2
84331,3
25766,1
81650,2
28712,4
1797,4
25715,4
2160,5
3672,4
53611,4
18609,5
99726,5
40698,4
92456,5
74840,4
62793,4
96231,3
63834,1
17546,4
51411,5
75938,4
61037,4
29755,5
96504,3
60053,1
97510,5
46965,5
87055,5
77312,1
3703,5
85953,4
8220,4
18159,3
58711,4
99097,5
17827,4
81391,4
83212,5
46611,5
84934,4
84973,3
94083,3
37368,3
80858,5
23730,5
73068,5
92962,2
84796,5
31652,2
46569,4
94844,4
85407,5
14547,5
58163,5
63640,4
5235,5
18558,5
25313,3
37770,5
91770,2
95494,1
28142,5
67554,4
2816,5
31330,4
24568,4
52250,4
48752,4
8201,4
45160,5
49942,5
11140,5
16881,1
52103,5
76379,4
6446,5
63523,4
51398,5
65071,4
28277,5
32359,1
34679,5
55247,5
73712,4
41875,5
66502,5
24721,3
45355,3
12059,4
47305,1
1423,5
7745,5
49494,1
35970,1
93569,4
85182,1
39656,2
5891,3
89105,3
46284,5
82761,1
36581,5
28697,5
73423,5
68167,3
61582,1
4310,1
98890,4
23183,4
8775,5
93691,4
50913,3
30072,5
94103,3
55957,3
20907,5
17235,1
39740,5
52700,5
74597,5
64882,5
14687,4
57875,2
77197,4
12340,3
74013,5
81012,5
11900,5
13324,5
76036,5
31033,3
77072,5
37098,5
44851,5
82685,5
95433,1
40837,3
89716,5
59436,3
48753,4
69490,1
64023,5
97021,5
16919,4
93919,5
609,5
65980,2
27319,4
48099,5
67859,1
289,1
63548,4
96704,5
22336,4
36183,1
89849,2
57509,4
55269,1
89606,2
67102,4
75283,4
69862,5
56415,4
75901,4
11935,3
80376,5
24148,5
6190,4
54369,4
96433,3
85639,1
34797,4
91169,2
51684,5
78485,5
48686,3
36243,5
12747,5
89997,4
63871,4
68005,5
94070,5
54616,5
1687,5
39264,4
67947,4
45604,5
38195,5
88515,5
76391,5
45928,4
55047,5
70844,4
66031,3
45207,2
69500,1
81420,5
97821,5
87067,3
98936,4
69420,5
28545,5
27971,3
22562,5
12390,5
9418,5
44934,5
48537,2
8980,1
54995,5
67810,4
1421,4
45359,1
70294,3
76233,5
72927,5
78573,5
1553,2
43933,5
4342,5
74097,5
45940,5
33875,4
33752,3
75552,5
73702,5
67617,4
62250,5
55748,4
25423,5
71514,4
88938,4
11166,2
31985,3
4857,2
16182,4
43575,3
51752,5
95571,1
75655,4
80358,5
75816,2
89731,5
54879,5
78847,5
59941,3
37477,4
58515,2
15566,5
83907,4
26747,5
39679,5
82356,4
66772,1
9173,5
40907,1
45175,5
54083,4
60274,5
3983,1
2374,1
36982,5
94667,5
58246,5
8321,4
83965,5
68428,5
23693,4
74127,1
83964,1
25062,4
97439,4
67826,5
39967,3
25347,4
26118,5
44166,4
33182,5
36449,2
56885,3
79460,5
29339,5
41592,4
19115,5
2646,2
97142,5
69210,5
38690,1
70763,4
76921,3
78679,4
61428,5
60054,5
48996,4
58281,1
10875,5
23081,4
14092,4
16140,3
22608,1
24652,3
33565,5
8838,4
12168,4
96669,5
84393,4
87936,5
27136,5
11677,2
66079,5
34465,4
65740,2
49664,5
37977,4
83949,4
92640,2
47150,5
41042,4
17378,4
8288,5
33784,3
45831,5
36473,5
21640,4
34759,4
44497,5
69388,5
36949,4
59802,5
742,4
5696,5
71697,5
37048,4
40949,4
46630,5
65728,4
46827,3
43778,4
53903,5
80626,5
64539,4
79684,4
11917,5
39833,5
49290,1
57393,4
29742,5
26089,3
28039,5
32917,2
33191,5
40638,5
71847,3
80273,5
26581,4
50571,1
5352,1
14835,5
77774,3
71800,3
41889,5
85056,2
55945,5
40440,5
19888,5
13857,4
11284,4
47974,5
74370,5
58892,5
30646,5
21284,4
57983,5
26631,2
16582,5
53039,2
34216,5
98770,4
28507,5
93653,3
80030,4
97192,1
72537,3
91290,5
14935,5
11879,5
84145,5
70777,1
41227,5
47531,1
34996,5
63648,5
31769,1
21547,5
82917,5
75479,4
18950,4
99520,5
18673,5
61540,3
50096,5
14584,5
87882,4
3529,5
72947,4
82866,1
59602,4
26057,5
13120,4
30507,5
50234,3
29095,1
96821,3
94033,5
93942,5
24267,4
81211,3
75513,5
44212,4
73583,2
50645,5
28655,5
82164,5
79102,4
83405,3
75071,5
28535,5
30439,5
69215,1
82475,5
49059,5
37621,4
73272,2
8318,4
68545,3
51754,1
45573,5
62847,5
32995,5
49394,4
21065,3
91079,4
70519,1
74942,5
12130,2
64464,2
54975,5
96551,5
60863,5
80809,1
81644,5
11026,1
86909,5
3539,5
33984,5
19036,1
59074,3
73642,3
2571,4
79140,5
19961,4
43808,5
30570,4
98556,3
43101,2
3290,5
85713,1
13862,5
1914,5
83075,1
38076,5
92082,3
16875,2
87114,1
79651,5
84788,5
13920,5
12171,5
53514,4
93259,3
12737,5
58108,5
66675,4
56569,1
59794,5
61181,5
40994,5
11506,5
71967,5
62908,5
51973,5
84608,5
55924,4
68434,4
50459,5
46192,5
99579,2
13578,3
22264,3
23876,4
71241,5
59952,5
16298,4
79439,3
8809,5
14659,4
56390,4
99957,5
523,5
34692,3
64188,4
81688,4
31710,5
52943,1
89850,5
97990,5
51417,3
40442,3
2900,3
547,5
29234,5
15984,4
16542,5
81859,4
29849,4
90527,5
35781,5
74405,5
41199,5
95526,5
16998,1
63990,4
26359,5
93573,5
76348,5
31298,5
58329,4
88865,4
49300,5
63309,5
72821,4
7565,4
13871,4
23812,1
59651,5
63234,1
97332,4
99490,5
83324,5
80839,5
70201,3
3384,3
66301,5
20084,5
67406,3
58472,1
65616,5
15836,4
322,4
66221,3
5294,4
36496,1
84097,5
15500,5
47803,1
17792,5
97059,5
90684,5
76978,5
8442,1
82,5
34125,4
91983,5
15195,5
39852,1
93475,5
56297,5
75807,4
75345,5
96679,4
32637,5
50170,5
58910,4
75195,1
86885,4
65010,5
33857,5
56308,2
54830,5
14631,1
80050,5
27450,5
65973,4
95398,5
4958,2
38782,3
24234,4
21103,4
22339,4
32611,5
68701,1
